CustomerID,first_purchase_date,last_purchase_date,Recency,Frequency,Monetary,customer_tenure,avg_purchase_interval
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,84,5,1850.56,167,41.75
12384,2011-08-10 11:23:00,2011-08-10 11:23:00,21,1,292.69,0,0.0
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,237,2,401.9,29,29.0
12388,2011-01-17 11:12:00,2011-07-14 13:28:00,48,4,1668.3400000000001,178,59.333333333333336
12393,2011-01-11 09:47:00,2011-04-08 09:45:00,145,3,1061.1000000000001,86,43.0
12394,2011-05-06 14:01:00,2011-05-06 14:01:00,117,1,381.08,0,0.0
12395,2010-12-03 16:35:00,2011-08-19 15:18:00,12,8,1899.57,258,36.857142857142854
12397,2011-07-27 14:21:00,2011-07-27 14:21:00,35,1,1214.81,0,0.0
12399,2011-03-23 09:42:00,2011-08-12 13:15:00,19,4,1108.65,142,47.333333333333336
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,203,1,84.3,0,0.0
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,223,1,225.60000000000002,0,0.0
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,48,1,1710.39,0,0.0
12406,2011-06-09 10:23:00,2011-06-09 10:23:00,83,1,1621.25,0,0.0
12407,2011-03-20 13:21:00,2011-07-28 16:28:00,34,4,1407.36,130,43.333333333333336
12408,2011-03-24 14:46:00,2011-06-17 10:51:00,75,3,1491.77,84,42.0
12409,2011-06-10 12:19:00,2011-06-10 12:19:00,82,1,6207.08,0,0.0
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,208,2,693.33,0,0.0
12412,2011-06-23 13:51:00,2011-07-25 11:17:00,37,2,890.74,31,31.0
12413,2011-01-06 16:12:00,2011-04-17 15:33:00,136,2,563.9,100,100.0
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,117,3,562.4100000000001,93,46.5
12415,2011-01-06 11:12:00,2011-08-18 08:51:00,13,13,99146.16,223,18.583333333333332
12417,2010-12-17 11:51:00,2011-08-25 10:26:00,6,7,2816.52,250,41.666666666666664
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,12,1,668.58,0,0.0
12421,2011-01-24 15:09:00,2011-08-17 10:56:00,14,3,628.5600000000001,204,102.0
12422,2011-01-19 09:13:00,2011-06-24 13:20:00,68,2,655.86,156,156.0
12423,2010-12-21 10:54:00,2011-08-31 08:55:00,0,7,1650.67,252,42.0
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,62,2,1760.96,0,0.0
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,94,1,582.73,0,0.0
12427,2010-12-03 10:44:00,2010-12-03 10:44:00,271,1,303.5,0,0.0
12428,2011-03-01 09:33:00,2011-08-11 12:58:00,20,8,7548.12,163,23.285714285714285
12429,2010-12-09 12:05:00,2011-06-20 12:14:00,72,3,2844.88,193,96.5
12431,2010-12-01 10:03:00,2011-08-12 14:19:00,19,11,4874.57,254,25.4
12432,2011-06-20 13:27:00,2011-06-22 13:12:00,70,3,4016.66,1,0.5
12433,2010-12-01 13:24:00,2010-12-08 16:49:00,266,2,3787.12,7,7.0
12434,2011-03-24 13:05:00,2011-03-24 13:05:00,160,1,286.25,0,0.0
12435,2011-03-17 07:40:00,2011-03-17 07:40:00,167,1,3978.9900000000002,0,0.0
12437,2011-01-12 14:13:00,2011-06-15 09:01:00,77,9,2476.73,153,19.125
12438,2011-07-22 13:29:00,2011-07-22 13:29:00,40,1,890.0699999999999,0,0.0
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,266,1,173.55,0,0.0
12444,2011-06-21 14:00:00,2011-08-10 08:41:00,21,2,2627.27,49,49.0
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,143,1,476.49,0,0.0
12449,2011-06-05 15:37:00,2011-08-02 09:14:00,29,2,1636.88,57,57.0
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,56,2,197.88,17,17.0
12451,2011-01-19 09:05:00,2011-05-05 17:34:00,118,2,5307.82,106,106.0
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,34,1,707.09,0,0.0
12455,2011-02-16 09:56:00,2011-08-04 11:07:00,27,5,2176.36,169,42.25
12456,2011-03-30 09:12:00,2011-07-31 15:25:00,31,2,2265.4,123,123.0
12457,2011-04-14 18:57:00,2011-04-20 10:10:00,133,3,1067.25,5,2.5
12458,2011-02-28 10:55:00,2011-02-28 10:55:00,184,1,441.92,0,0.0
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,54,1,626.88,0,0.0
12462,2011-02-09 14:44:00,2011-02-09 14:44:00,203,1,762.11,0,0.0
12463,2011-04-12 12:47:00,2011-06-17 14:28:00,75,3,985.7900000000001,66,33.0
12464,2011-02-03 13:30:00,2011-08-25 13:33:00,6,6,780.55,203,40.6
12465,2011-06-23 13:37:00,2011-06-23 13:37:00,69,1,440.94,0,0.0
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,87,2,729.54,128,128.0
12471,2010-12-10 09:35:00,2011-08-24 16:13:00,7,19,11116.4,257,14.277777777777779
12472,2010-12-05 14:19:00,2011-07-24 11:55:00,38,5,4927.6,230,57.5
12473,2011-06-01 10:15:00,2011-08-17 12:04:00,14,2,1186.25,77,77.0
12474,2011-01-14 10:06:00,2011-07-25 10:04:00,37,12,3896.38,191,17.363636363636363
12476,2010-12-13 14:39:00,2011-07-21 17:39:00,41,6,3191.67,220,44.0
12477,2011-02-11 12:45:00,2011-08-31 09:11:00,0,3,8834.03,200,100.0
12480,2011-01-07 15:27:00,2011-07-19 14:04:00,43,3,2144.95,192,96.0
12481,2010-12-09 10:13:00,2011-06-13 10:52:00,79,8,4101.76,186,26.571428571428573
12483,2011-01-04 14:20:00,2011-06-09 12:20:00,83,5,1314.6100000000001,155,38.75
12484,2011-01-07 14:04:00,2011-08-31 09:44:00,0,4,3663.15,235,78.33333333333333
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,236,1,334.93,0,0.0
12490,2011-01-14 09:13:00,2011-08-31 12:33:00,0,5,2516.77,229,57.25
12492,2011-08-26 14:51:00,2011-08-26 14:51:00,5,1,126.39000000000001,0,0.0
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,65,2,433.74,31,31.0
12494,2010-12-09 11:31:00,2011-07-01 12:17:00,61,5,868.86,204,51.0
12500,2011-01-10 09:48:00,2011-08-25 12:50:00,6,6,1773.84,227,45.4
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,236,1,2169.39,0,0.0
12502,2011-02-03 10:41:00,2011-08-04 09:55:00,27,4,2631.52,181,60.333333333333336
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,132,1,73.5,0,0.0
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,34,3,1304.81,164,82.0
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,184,1,176.5,0,0.0
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,42,2,982.5699999999999,182,182.0
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,12,1,612.29,0,0.0
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,167,1,1017.6800000000001,0,0.0
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,253,1,383.7,0,0.0
12516,2011-06-12 11:37:00,2011-06-12 11:37:00,80,1,583.2,0,0.0
12517,2011-06-02 15:13:00,2011-08-05 15:02:00,26,2,1538.7,63,63.0
12518,2011-08-21 13:18:00,2011-08-21 13:18:00,10,1,324.83,0,0.0
12520,2011-03-11 11:35:00,2011-07-20 14:38:00,42,4,2045.85,131,43.666666666666664
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,42,1,599.68,0,0.0
12523,2011-01-12 09:43:00,2011-08-24 10:13:00,7,7,1017.75,224,37.333333333333336
12524,2011-01-10 10:35:00,2011-06-30 15:30:00,62,6,3122.48,171,34.2
12527,2011-01-18 12:05:00,2011-02-18 09:41:00,194,2,284.92,30,30.0
12528,2011-01-31 09:05:00,2011-08-17 12:30:00,14,4,1287.37,198,66.0
12530,2011-01-07 10:04:00,2011-08-08 10:59:00,23,3,1221.65,213,106.5
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,30,1,1089.18,0,0.0
12535,2011-06-06 12:47:00,2011-06-06 12:47:00,86,1,371.45,0,0.0
12539,2011-01-10 09:11:00,2011-03-22 16:00:00,162,3,4517.69,71,35.5
12540,2010-12-13 09:39:00,2011-08-24 08:09:00,7,10,8786.87,253,28.11111111111111
12541,2011-03-04 09:32:00,2011-06-19 15:59:00,73,2,536.14,107,107.0
12545,2011-03-25 12:04:00,2011-03-25 12:04:00,159,1,628.15,0,0.0
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,97,2,207.8,82,82.0
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,66,1,95.19999999999999,0,0.0
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,257,1,168.0,0,0.0
12553,2011-01-14 10:42:00,2011-08-21 14:42:00,10,7,2419.59,219,36.5
12556,2011-07-11 13:35:00,2011-07-11 13:35:00,51,1,312.9,0,0.0
12557,2010-12-03 12:20:00,2011-07-04 13:19:00,58,4,9000.960000000001,213,71.0
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,210,2,561.71,8,8.0
12560,2011-07-19 15:55:00,2011-08-19 15:22:00,12,2,1436.31,30,30.0
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,202,1,238.85,0,0.0
12562,2011-05-25 12:44:00,2011-08-05 08:40:00,26,3,1605.23,71,35.5
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,161,1,456.90000000000003,0,0.0
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,188,1,145.92000000000002,0,0.0
12567,2010-12-05 11:57:00,2011-08-23 14:23:00,8,8,6958.16,261,37.285714285714285
12569,2011-04-01 13:47:00,2011-08-24 13:55:00,7,12,1883.02,145,13.181818181818182
12571,2011-08-10 12:35:00,2011-08-10 12:35:00,21,1,248.35,0,0.0
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,127,1,160.54000000000002,0,0.0
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,215,1,218.45000000000002,0,0.0
12576,2011-02-08 11:31:00,2011-07-13 10:02:00,49,3,660.85,154,77.0
12577,2010-12-15 16:21:00,2010-12-15 16:21:00,259,1,195.89,0,0.0
12578,2011-01-13 15:34:00,2011-01-13 15:34:00,230,1,1608.66,0,0.0
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,146,1,415.7,0,0.0
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,138,2,511.36,49,49.0
12583,2010-12-01 08:45:00,2011-08-25 12:26:00,6,9,4232.21,267,33.375
12584,2011-03-04 15:15:00,2011-08-04 17:07:00,27,4,782.59,153,51.0
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,134,2,2040.1,117,117.0
12589,2011-07-18 12:05:00,2011-07-18 12:05:00,44,1,131.5,0,0.0
12590,2011-05-12 14:46:00,2011-05-12 14:52:00,111,2,9864.26,0,0.0
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,217,1,452.84999999999997,0,0.0
12592,2011-05-10 13:44:00,2011-05-10 13:44:00,113,1,231.8,0,0.0
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,8,3,418.1,110,55.0
12594,2011-01-21 09:52:00,2011-08-10 14:26:00,21,8,2529.9,201,28.714285714285715
12596,2011-04-11 13:22:00,2011-04-11 13:22:00,142,1,269.95,0,0.0
12597,2011-03-16 14:00:00,2011-06-09 16:04:00,83,2,1428.81,85,85.0
12598,2011-02-28 11:58:00,2011-07-01 11:43:00,61,4,1584.38,122,40.666666666666664
12599,2011-02-08 13:28:00,2011-08-05 12:38:00,26,6,857.04,177,35.4
12600,2010-12-03 12:57:00,2011-08-19 11:23:00,12,8,1936.56,258,36.857142857142854
12601,2011-01-11 10:38:00,2011-06-03 10:17:00,89,5,577.0600000000001,142,35.5
12604,2011-03-23 12:06:00,2011-03-23 12:06:00,161,1,178.5,0,0.0
12609,2011-01-25 15:13:00,2011-06-06 15:31:00,86,2,800.73,132,132.0
12610,2011-08-05 13:52:00,2011-08-25 12:57:00,6,2,1256.25,19,19.0
12613,2011-03-22 15:42:00,2011-05-26 09:18:00,97,4,1462.52,64,21.333333333333332
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,177,1,315.6,0,0.0
12615,2011-06-24 13:35:00,2011-06-24 13:35:00,68,1,634.74,0,0.0
12616,2011-02-15 14:17:00,2011-02-15 14:17:00,197,1,255.60000000000002,0,0.0
12619,2011-03-31 13:10:00,2011-08-15 13:22:00,16,5,2087.46,137,34.25
12620,2011-05-19 12:10:00,2011-05-19 12:10:00,104,1,561.66,0,0.0
12621,2010-12-09 10:16:00,2011-08-31 15:30:00,0,15,10195.04,265,18.928571428571427
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,132,1,180.1,0,0.0
12623,2011-03-08 13:50:00,2011-03-08 13:50:00,176,1,305.1,0,0.0
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,6,2,641.13,71,71.0
12625,2011-01-24 13:27:00,2011-05-12 09:54:00,111,2,2683.82,107,107.0
12626,2011-01-17 11:01:00,2011-08-19 11:46:00,12,6,4774.0,214,42.8
12627,2011-07-22 13:59:00,2011-08-23 08:51:00,8,4,1908.57,31,10.333333333333334
12633,2011-02-25 08:44:00,2011-08-02 09:35:00,29,3,1948.75,158,79.0
12635,2011-07-08 08:43:00,2011-07-08 08:43:00,54,1,683.64,0,0.0
12637,2011-01-20 10:47:00,2011-07-05 15:14:00,57,5,3054.1,166,41.5
12639,2011-04-15 12:48:00,2011-04-15 12:48:00,138,1,486.1,0,0.0
12641,2011-08-16 13:26:00,2011-08-16 13:26:00,15,1,185.9,0,0.0
12642,2011-08-24 09:23:00,2011-08-24 09:23:00,7,1,366.45,0,0.0
12643,2011-01-11 11:48:00,2011-08-03 12:56:00,28,6,3344.64,204,40.8
12644,2011-08-02 10:33:00,2011-08-02 10:33:00,29,1,477.90999999999997,0,0.0
12645,2011-01-27 13:08:00,2011-08-22 12:40:00,9,3,1310.8600000000001,206,103.0
12647,2010-12-05 14:02:00,2011-08-05 13:49:00,26,9,2886.71,242,30.25
12648,2011-07-08 11:55:00,2011-07-08 11:55:00,54,1,318.05,0,0.0
12649,2011-05-11 14:37:00,2011-08-24 14:41:00,7,3,623.51,105,52.5
12651,2011-01-09 12:46:00,2011-01-09 12:46:00,234,1,114.0,0,0.0
12652,2011-01-12 15:00:00,2011-01-12 15:00:00,231,1,919.98,0,0.0
12653,2011-02-16 10:53:00,2011-07-14 10:41:00,48,2,2209.85,147,147.0
12654,2011-02-17 13:16:00,2011-05-26 10:43:00,97,3,337.75,97,48.5
12656,2011-04-20 09:20:00,2011-08-15 12:53:00,16,3,2820.67,117,58.5
12662,2010-12-01 13:04:00,2011-08-24 13:42:00,7,7,2653.66,266,44.333333333333336
12664,2011-01-21 11:42:00,2011-07-19 12:43:00,43,3,1957.48,179,89.5
12665,2011-01-19 08:34:00,2011-01-19 08:34:00,224,1,63.0,0,0.0
12668,2010-12-19 12:46:00,2011-03-25 14:53:00,159,3,2924.4700000000003,96,48.0
12669,2011-03-28 10:15:00,2011-07-12 09:54:00,50,3,2744.0299999999997,105,52.5
12670,2011-04-21 10:16:00,2011-05-24 09:25:00,99,2,1026.39,32,32.0
12672,2011-01-14 09:20:00,2011-01-14 09:20:00,229,1,225.9,0,0.0
12673,2011-01-17 11:46:00,2011-01-17 11:46:00,226,1,220.9,0,0.0
12674,2011-05-16 09:10:00,2011-06-22 09:43:00,70,2,976.8,37,37.0
12676,2011-02-01 15:41:00,2011-08-08 10:01:00,23,4,998.05,187,62.333333333333336
12678,2010-12-21 11:00:00,2011-08-31 11:22:00,0,9,8282.26,253,31.625
12679,2011-03-01 12:26:00,2011-05-18 12:18:00,105,2,906.38,77,77.0
12680,2011-08-18 15:44:00,2011-08-18 15:44:00,13,1,311.78,0,0.0
12681,2010-12-07 10:08:00,2011-07-11 11:39:00,51,15,9866.58,216,15.428571428571429
12682,2010-12-03 13:59:00,2011-08-31 12:18:00,0,20,8219.92,270,14.210526315789474
12683,2010-12-09 10:37:00,2011-08-26 15:44:00,5,11,6217.88,260,26.0
12684,2011-05-10 12:55:00,2011-06-22 11:20:00,70,4,1379.48,42,14.0
12686,2010-12-03 09:51:00,2010-12-03 09:51:00,271,1,89.14,0,0.0
12688,2011-08-18 08:49:00,2011-08-18 08:49:00,13,1,4873.81,0,0.0
12689,2011-08-04 10:04:00,2011-08-04 10:04:00,27,1,511.03000000000003,0,0.0
12690,2011-05-18 09:09:00,2011-05-18 09:09:00,105,1,389.01,0,0.0
12691,2010-12-17 14:46:00,2011-07-17 14:56:00,45,4,556.3,212,70.66666666666667
12693,2011-01-24 12:58:00,2011-08-04 17:51:00,27,4,855.91,192,64.0
12694,2011-06-09 17:48:00,2011-06-09 17:48:00,83,1,439.5,0,0.0
12695,2011-05-13 13:15:00,2011-08-24 12:58:00,7,2,333.9,102,102.0
12697,2011-06-23 15:44:00,2011-07-31 14:17:00,31,2,733.91,37,37.0
12700,2011-05-08 16:10:00,2011-07-06 13:14:00,56,2,2149.05,58,58.0
12701,2011-04-11 13:02:00,2011-04-11 13:02:00,142,1,337.08000000000004,0,0.0
12704,2011-06-23 10:20:00,2011-08-26 08:59:00,5,3,1100.92,63,31.5
12705,2010-12-17 15:58:00,2011-07-04 14:36:00,58,4,4162.52,198,66.0
12707,2011-02-21 08:38:00,2011-02-21 08:38:00,191,1,603.42,0,0.0
12708,2010-12-06 10:43:00,2011-08-30 08:15:00,1,7,2031.77,266,44.333333333333336
12709,2010-12-08 09:49:00,2011-07-27 13:00:00,35,10,6469.11,231,25.666666666666668
12710,2011-05-22 14:05:00,2011-07-01 13:22:00,61,2,790.36,39,39.0
12712,2010-12-03 14:30:00,2011-08-25 09:18:00,6,11,3913.08,264,26.4
12714,2011-02-18 10:53:00,2011-08-25 09:55:00,6,4,3389.7,187,62.333333333333336
12715,2011-08-25 15:22:00,2011-08-25 15:22:00,6,1,353.86,0,0.0
12716,2011-07-29 13:28:00,2011-07-29 13:28:00,33,1,677.9,0,0.0
12717,2011-04-08 10:32:00,2011-07-11 14:47:00,51,2,1030.98,94,94.0
12720,2010-12-05 15:21:00,2011-08-07 11:59:00,24,15,3314.5,244,17.428571428571427
12721,2010-12-20 11:38:00,2011-06-09 17:53:00,83,4,1698.91,171,57.0
12722,2011-07-12 11:55:00,2011-08-17 08:50:00,14,3,929.65,35,17.5
12724,2011-01-11 15:00:00,2011-06-19 13:37:00,73,2,280.36,158,158.0
12725,2010-12-03 15:45:00,2010-12-03 15:45:00,271,1,427.8,0,0.0
12726,2010-12-17 12:56:00,2011-06-08 10:10:00,84,5,1467.32,172,43.0
12727,2011-01-23 15:17:00,2011-06-05 15:29:00,87,5,2800.4,133,33.25
12728,2011-01-11 13:31:00,2011-03-27 13:07:00,157,3,617.31,74,37.0
12729,2011-08-18 11:40:00,2011-08-18 11:40:00,13,1,453.01,0,0.0
12731,2010-12-10 10:56:00,2011-07-18 14:10:00,44,8,11324.25,220,31.428571428571427
12732,2011-06-13 11:33:00,2011-06-13 11:33:00,79,1,236.26000000000002,0,0.0
12733,2011-04-19 16:19:00,2011-04-19 16:19:00,134,1,383.95,0,0.0
12734,2010-12-22 12:47:00,2010-12-22 12:47:00,252,1,110.39999999999999,0,0.0
12735,2011-01-06 14:26:00,2011-01-28 13:37:00,215,2,779.5699999999999,21,21.0
12736,2011-01-11 07:57:00,2011-01-11 07:57:00,232,1,234.0,0,0.0
12738,2010-12-02 18:27:00,2010-12-02 18:27:00,272,1,155.35,0,0.0
12743,2011-07-28 16:06:00,2011-07-28 16:21:00,34,2,546.43,0,0.0
12744,2011-01-25 13:26:00,2011-07-18 11:55:00,44,5,14211.970000000001,173,43.25
12747,2010-12-05 15:38:00,2011-08-22 10:38:00,9,8,2769.4,259,37.0
12748,2010-12-01 12:48:00,2011-08-30 12:00:00,1,127,13568.55,271,2.1507936507936507
12749,2011-05-10 15:25:00,2011-08-01 12:50:00,30,3,2755.23,82,41.0
12750,2011-08-03 09:13:00,2011-08-03 09:13:00,28,1,275.88,0,0.0
12753,2010-12-12 11:44:00,2011-07-27 09:32:00,35,5,16620.91,226,56.5
12754,2011-02-04 10:31:00,2011-04-18 09:00:00,135,3,3010.74,72,36.0
12755,2010-12-09 10:44:00,2011-03-04 12:42:00,180,2,3811.9500000000003,85,85.0
12757,2011-05-12 19:01:00,2011-07-20 12:05:00,42,7,5281.08,68,11.333333333333334
12758,2011-03-08 12:05:00,2011-08-15 10:22:00,16,2,2791.59,159,159.0
12759,2011-03-09 08:09:00,2011-06-21 09:26:00,71,2,1082.52,104,104.0
12763,2010-12-05 15:46:00,2011-07-24 14:12:00,38,2,494.08,230,230.0
12764,2011-01-27 10:19:00,2011-01-27 10:19:00,216,1,1693.88,0,0.0
12766,2010-12-08 13:53:00,2011-07-13 13:37:00,49,5,4952.1900000000005,216,54.0
12769,2011-04-15 10:25:00,2011-04-15 10:25:00,138,1,1143.6,0,0.0
12770,2011-05-13 09:33:00,2011-05-13 09:33:00,110,1,1351.45,0,0.0
12775,2011-02-01 13:45:00,2011-06-03 07:48:00,89,4,1164.68,121,40.333333333333336
12778,2011-01-31 14:35:00,2011-06-09 15:29:00,83,4,492.06,129,43.0
12779,2010-12-03 13:40:00,2011-06-03 10:37:00,89,7,2999.41,181,30.166666666666668
12781,2011-02-28 08:43:00,2011-02-28 08:43:00,184,1,549.26,0,0.0
12782,2010-12-17 11:30:00,2011-07-13 10:30:00,49,4,2078.67,207,69.0
12785,2010-12-10 13:48:00,2010-12-10 13:48:00,264,1,311.95,0,0.0
12787,2011-05-31 09:36:00,2011-05-31 09:36:00,92,1,158.1,0,0.0
12790,2011-05-31 14:14:00,2011-05-31 14:14:00,92,1,324.92,0,0.0
12791,2010-12-01 11:27:00,2010-12-01 11:27:00,273,1,192.60000000000002,0,0.0
12792,2011-03-28 11:36:00,2011-03-28 11:36:00,156,1,400.54,0,0.0
12793,2010-12-03 15:14:00,2011-01-09 12:12:00,234,2,545.48,36,36.0
12797,2010-12-09 10:55:00,2010-12-09 10:55:00,265,1,254.03,0,0.0
12798,2011-06-22 10:11:00,2011-06-22 10:11:00,70,1,1607.04,0,0.0
12802,2011-06-06 09:36:00,2011-06-06 09:36:00,86,1,427.58,0,0.0
12808,2010-12-06 10:27:00,2011-06-08 12:21:00,84,2,281.35,184,184.0
12809,2011-06-15 10:51:00,2011-06-15 10:51:00,77,1,489.31,0,0.0
12811,2011-02-28 15:39:00,2011-03-24 09:42:00,160,3,514.85,23,11.5
12814,2011-08-30 12:11:00,2011-08-30 12:11:00,1,1,125.92,0,0.0
12815,2011-05-25 13:34:00,2011-07-15 10:21:00,47,2,1063.46,50,50.0
12816,2011-06-16 13:24:00,2011-06-16 13:24:00,76,1,318.65000000000003,0,0.0
12817,2011-03-03 16:28:00,2011-03-03 16:28:00,181,1,166.04000000000002,0,0.0
12818,2011-03-23 12:06:00,2011-03-23 12:06:00,161,1,1542.08,0,0.0
12820,2011-01-17 12:34:00,2011-01-17 12:34:00,226,1,170.46,0,0.0
12821,2011-05-09 15:51:00,2011-05-09 15:51:00,114,1,92.72,0,0.0
12823,2011-02-16 12:15:00,2011-08-04 17:45:00,27,4,1224.0,169,56.333333333333336
12826,2010-12-09 15:21:00,2011-06-14 09:41:00,78,4,818.62,186,62.0
12828,2011-08-01 16:16:00,2011-08-19 09:23:00,12,2,338.2,17,17.0
12829,2010-12-14 14:54:00,2011-01-07 11:13:00,236,2,293.0,23,23.0
12830,2011-06-21 10:53:00,2011-07-28 17:18:00,34,4,5204.0,37,12.333333333333334
12831,2011-03-22 13:02:00,2011-03-22 13:02:00,162,1,215.05,0,0.0
12833,2011-07-17 13:46:00,2011-07-17 13:46:00,45,1,417.38,0,0.0
12834,2011-03-02 09:49:00,2011-03-02 09:49:00,182,1,312.38,0,0.0
12836,2011-02-01 11:19:00,2011-07-25 15:22:00,37,3,2112.53,174,87.0
12837,2011-06-19 16:07:00,2011-06-19 16:07:00,73,1,134.1,0,0.0
12838,2010-12-01 11:57:00,2010-12-01 11:57:00,273,1,390.79,0,0.0
12839,2010-12-07 15:48:00,2011-08-18 10:01:00,13,8,2683.81,253,36.142857142857146
12840,2011-04-27 12:21:00,2011-07-19 09:29:00,43,4,2726.77,82,27.333333333333332
12841,2010-12-03 10:43:00,2011-08-25 12:12:00,6,17,2851.44,265,16.5625
12842,2011-02-04 12:36:00,2011-02-04 12:36:00,208,1,310.73,0,0.0
12843,2011-03-20 14:38:00,2011-07-03 12:21:00,59,7,1692.31,104,17.333333333333332
12844,2011-08-01 13:11:00,2011-08-01 13:11:00,30,1,174.88,0,0.0
12845,2011-02-22 14:10:00,2011-03-17 13:34:00,167,4,354.09000000000003,22,7.333333333333333
12849,2011-03-16 12:26:00,2011-03-16 12:26:00,168,1,704.5,0,0.0
12852,2011-02-18 08:47:00,2011-02-18 08:47:00,194,1,311.55,0,0.0
12853,2011-01-28 10:28:00,2011-07-28 11:29:00,34,6,1957.1000000000001,181,36.2
12854,2011-01-25 13:35:00,2011-04-12 14:17:00,141,2,810.37,77,77.0
12855,2010-12-02 09:37:00,2010-12-02 09:37:00,272,1,38.1,0,0.0
12857,2011-02-10 12:32:00,2011-05-13 10:20:00,110,2,1106.4,91,91.0
