InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales
565084,22616,PACK OF 12 LONDON TISSUES ,432,2011-09-01 09:39:00,0.25,17306,United Kingdom,108.0
565086,22625,RED KITCHEN SCALES,7,2011-09-01 09:57:00,7.5,13631,United Kingdom,52.5
565087,23085,ANTIQUE SILVER BAUBLE LAMP  ,4,2011-09-01 10:03:00,10.4,13276,United Kingdom,41.6
565087,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-09-01 10:03:00,7.95,13276,United Kingdom,15.9
565087,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2011-09-01 10:03:00,4.95,13276,United Kingdom,14.85
565087,22423,REGENCY CAKESTAND 3 TIER,1,2011-09-01 10:03:00,12.75,13276,United Kingdom,12.75
565087,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-09-01 10:03:00,9.95,13276,United Kingdom,19.9
565087,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-09-01 10:03:00,9.95,13276,United Kingdom,19.9
565087,23084,RABBIT NIGHT LIGHT,6,2011-09-01 10:03:00,2.08,13276,United Kingdom,12.48
565088,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-01 10:11:00,0.83,16145,United Kingdom,6.64
565088,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-09-01 10:11:00,1.25,16145,United Kingdom,10.0
565088,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-09-01 10:11:00,0.83,16145,United Kingdom,6.64
565088,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-09-01 10:11:00,0.83,16145,United Kingdom,6.64
565088,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-09-01 10:11:00,3.75,16145,United Kingdom,15.0
565088,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2011-09-01 10:11:00,0.12,16145,United Kingdom,2.88
565088,22095,LADS ONLY TISSUE BOX,36,2011-09-01 10:11:00,0.39,16145,United Kingdom,14.04
565088,22610,PENS ASSORTED FUNNY FACE,36,2011-09-01 10:11:00,0.19,16145,United Kingdom,6.84
565088,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,24,2011-09-01 10:11:00,0.85,16145,United Kingdom,20.4
565088,23187,FRENCH STYLE STORAGE JAR BONBONS,48,2011-09-01 10:11:00,0.29,16145,United Kingdom,13.919999999999998
565088,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-01 10:11:00,2.95,16145,United Kingdom,17.700000000000003
565088,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,2011-09-01 10:11:00,1.25,16145,United Kingdom,15.0
565088,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-09-01 10:11:00,1.25,16145,United Kingdom,15.0
565088,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-09-01 10:11:00,0.83,16145,United Kingdom,9.96
565088,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-01 10:11:00,1.65,16145,United Kingdom,19.8
565088,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-09-01 10:11:00,1.25,16145,United Kingdom,15.0
565088,23298,SPOTTY BUNTING,3,2011-09-01 10:11:00,4.95,16145,United Kingdom,14.85
565088,23313,VINTAGE CHRISTMAS BUNTING,5,2011-09-01 10:11:00,4.95,16145,United Kingdom,24.75
565088,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-01 10:11:00,4.95,16145,United Kingdom,14.85
565088,22196,SMALL HEART MEASURING SPOONS,12,2011-09-01 10:11:00,0.85,16145,United Kingdom,10.2
565088,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-09-01 10:11:00,1.25,16145,United Kingdom,15.0
565088,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-09-01 10:11:00,1.25,16145,United Kingdom,15.0
565088,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-09-01 10:11:00,2.95,16145,United Kingdom,17.700000000000003
565088,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-09-01 10:11:00,0.85,16145,United Kingdom,10.2
565090,72741,GRAND CHOCOLATECANDLE,18,2011-09-01 10:28:00,1.45,17572,United Kingdom,26.1
565090,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2011-09-01 10:28:00,2.95,17572,United Kingdom,17.700000000000003
565091,23032,DRAWER KNOB CRACKLE GLAZE IVORY,24,2011-09-01 10:28:00,1.65,16011,United Kingdom,39.6
565091,23034,DRAWER KNOB CERAMIC BLACK,12,2011-09-01 10:28:00,1.45,16011,United Kingdom,17.4
565091,23035,DRAWER KNOB CERAMIC IVORY,12,2011-09-01 10:28:00,1.45,16011,United Kingdom,17.4
565091,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-01 10:28:00,1.65,16011,United Kingdom,19.8
565091,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-09-01 10:28:00,1.25,16011,United Kingdom,15.0
565091,22076,6 RIBBONS EMPIRE  ,12,2011-09-01 10:28:00,1.65,16011,United Kingdom,19.8
565091,22676,FRENCH BLUE METAL DOOR SIGN 1,10,2011-09-01 10:28:00,1.25,16011,United Kingdom,12.5
565091,22677,FRENCH BLUE METAL DOOR SIGN 2,20,2011-09-01 10:28:00,1.25,16011,United Kingdom,25.0
565091,22681,FRENCH BLUE METAL DOOR SIGN 6,10,2011-09-01 10:28:00,1.25,16011,United Kingdom,12.5
565091,22685,FRENCH BLUE METAL DOOR SIGN 0,10,2011-09-01 10:28:00,1.25,16011,United Kingdom,12.5
565091,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-09-01 10:28:00,1.25,16011,United Kingdom,12.5
565091,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2011-09-01 10:28:00,4.95,16011,United Kingdom,14.85
565091,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-09-01 10:28:00,2.95,16011,United Kingdom,35.400000000000006
565091,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-09-01 10:28:00,1.25,16011,United Kingdom,15.0
565091,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-09-01 10:28:00,1.25,16011,United Kingdom,15.0
565091,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-09-01 10:28:00,1.25,16011,United Kingdom,15.0
565092,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-09-01 10:36:00,0.83,14092,United Kingdom,13.28
565092,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-09-01 10:36:00,1.25,14092,United Kingdom,10.0
565092,23084,RABBIT NIGHT LIGHT,18,2011-09-01 10:36:00,2.08,14092,United Kingdom,37.44
565092,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-09-01 10:36:00,1.25,14092,United Kingdom,15.0
565092,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-09-01 10:36:00,1.25,14092,United Kingdom,15.0
565092,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-01 10:36:00,2.95,14092,United Kingdom,35.400000000000006
565092,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-09-01 10:36:00,1.25,14092,United Kingdom,15.0
565092,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-09-01 10:36:00,0.55,14092,United Kingdom,13.2
565092,22956,36 FOIL HEART CAKE CASES,6,2011-09-01 10:36:00,2.1,14092,United Kingdom,12.6
565092,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-09-01 10:36:00,0.55,14092,United Kingdom,13.2
565092,23438, RED SPOT GIFT BAG LARGE,12,2011-09-01 10:36:00,1.25,14092,United Kingdom,15.0
565092,21314,SMALL GLASS HEART TRINKET POT,8,2011-09-01 10:36:00,2.1,14092,United Kingdom,16.8
565092,22197,POPCORN HOLDER,12,2011-09-01 10:36:00,0.85,14092,United Kingdom,10.2
565092,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-09-01 10:36:00,1.25,14092,United Kingdom,15.0
565092,22963,JAM JAR WITH GREEN LID,12,2011-09-01 10:36:00,0.85,14092,United Kingdom,10.2
565092,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-01 10:36:00,4.95,14092,United Kingdom,19.8
565092,22379,RECYCLING BAG RETROSPOT ,5,2011-09-01 10:36:00,2.1,14092,United Kingdom,10.5
565092,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-09-01 10:36:00,1.25,14092,United Kingdom,30.0
565093,23012,GLASS APOTHECARY BOTTLE PERFUME,12,2011-09-01 10:38:00,3.45,13408,United Kingdom,41.400000000000006
565093,23013,GLASS APOTHECARY BOTTLE TONIC,12,2011-09-01 10:38:00,3.45,13408,United Kingdom,41.400000000000006
565093,23014,GLASS APOTHECARY BOTTLE ELIXIR,12,2011-09-01 10:38:00,3.45,13408,United Kingdom,41.400000000000006
565093,22147,FELTCRAFT BUTTERFLY HEARTS,40,2011-09-01 10:38:00,1.25,13408,United Kingdom,50.0
565093,22423,REGENCY CAKESTAND 3 TIER,16,2011-09-01 10:38:00,10.95,13408,United Kingdom,175.2
565093,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-09-01 10:38:00,0.55,13408,United Kingdom,79.2
565114,21789,KIDS RAIN MAC PINK,24,2011-09-01 11:15:00,0.85,13588,United Kingdom,20.4
565114,22492,MINI PAINT SET VINTAGE ,36,2011-09-01 11:15:00,0.65,13588,United Kingdom,23.4
565114,22493,PAINT YOUR OWN CANVAS SET,12,2011-09-01 11:15:00,1.65,13588,United Kingdom,19.8
565114,22536,MAGIC DRAWING SLATE PURDEY,24,2011-09-01 11:15:00,0.42,13588,United Kingdom,10.08
565114,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-09-01 11:15:00,0.42,13588,United Kingdom,10.08
565114,22545,MINI JIGSAW BUNNIES,24,2011-09-01 11:15:00,0.42,13588,United Kingdom,10.08
565114,22546,MINI JIGSAW PURDEY,24,2011-09-01 11:15:00,0.42,13588,United Kingdom,10.08
565114,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-09-01 11:15:00,2.55,13588,United Kingdom,15.3
565114,22210,WOOD STAMP SET BEST WISHES,12,2011-09-01 11:15:00,0.83,13588,United Kingdom,9.96
565114,22208,WOOD STAMP SET THANK YOU,12,2011-09-01 11:15:00,0.83,13588,United Kingdom,9.96
565114,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2011-09-01 11:15:00,0.83,13588,United Kingdom,9.96
565114,16011,ANIMAL STICKERS,24,2011-09-01 11:15:00,0.21,13588,United Kingdom,5.04
565114,51014L,"FEATHER PEN,LIGHT PINK",24,2011-09-01 11:15:00,0.39,13588,United Kingdom,9.36
565114,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-09-01 11:15:00,0.29,13588,United Kingdom,27.84
565114,23445,ICE CREAM BUBBLES,20,2011-09-01 11:15:00,0.83,13588,United Kingdom,16.599999999999998
565114,21830,ASSORTED CREEPY CRAWLIES,24,2011-09-01 11:15:00,0.42,13588,United Kingdom,10.08
565114,22619,SET OF 6 SOLDIER SKITTLES,8,2011-09-01 11:15:00,3.75,13588,United Kingdom,30.0
565114,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-01 11:15:00,4.95,13588,United Kingdom,19.8
565114,15034,PAPER POCKET TRAVELING FAN ,24,2011-09-01 11:15:00,0.14,13588,United Kingdom,3.3600000000000003
565114,22567,20 DOLLY PEGS RETROSPOT,24,2011-09-01 11:15:00,1.45,13588,United Kingdom,34.8
565114,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-09-01 11:15:00,0.42,13588,United Kingdom,10.08
565114,22093,MOTORING TISSUE BOX,36,2011-09-01 11:15:00,0.39,13588,United Kingdom,14.04
565114,22410,MONEY BOX HOUSEKEEPING DESIGN,12,2011-09-01 11:15:00,1.25,13588,United Kingdom,15.0
565115,23018,LARGE APOTHECARY MEASURING JAR ,1,2011-09-01 11:22:00,12.5,16880,United Kingdom,12.5
565115,48138,DOORMAT UNION FLAG,3,2011-09-01 11:22:00,8.25,16880,United Kingdom,24.75
565115,20685,DOORMAT RED RETROSPOT,1,2011-09-01 11:22:00,8.25,16880,United Kingdom,8.25
565115,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-09-01 11:22:00,8.25,16880,United Kingdom,8.25
565115,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-09-01 11:22:00,8.25,16880,United Kingdom,8.25
565115,48129,DOORMAT TOPIARY,1,2011-09-01 11:22:00,8.25,16880,United Kingdom,8.25
565115,22687,DOORMAT CHRISTMAS VILLAGE,3,2011-09-01 11:22:00,8.25,16880,United Kingdom,24.75
565115,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-09-01 11:22:00,3.75,16880,United Kingdom,3.75
565115,22197,POPCORN HOLDER,22,2011-09-01 11:22:00,0.85,16880,United Kingdom,18.7
565115,22412,METAL SIGN NEIGHBOURHOOD WITCH ,6,2011-09-01 11:22:00,2.1,16880,United Kingdom,12.6
565115,21172,PARTY METAL SIGN ,5,2011-09-01 11:22:00,1.45,16880,United Kingdom,7.25
565115,22481,BLACK TEA TOWEL CLASSIC DESIGN,1,2011-09-01 11:22:00,1.25,16880,United Kingdom,1.25
565115,82552,WASHROOM METAL SIGN,3,2011-09-01 11:22:00,1.45,16880,United Kingdom,4.35
565115,82551,LAUNDRY 15C METAL SIGN,3,2011-09-01 11:22:00,1.45,16880,United Kingdom,4.35
565115,21179,NO JUNK MAIL METAL SIGN,5,2011-09-01 11:22:00,0.39,16880,United Kingdom,1.95
565115,21028,NINJA RABBIT BLACK,4,2011-09-01 11:22:00,1.25,16880,United Kingdom,5.0
565115,21027,NINJA RABBIT PINK,9,2011-09-01 11:22:00,1.25,16880,United Kingdom,11.25
565115,21621,VINTAGE UNION JACK BUNTING,3,2011-09-01 11:22:00,8.5,16880,United Kingdom,25.5
565115,21830,ASSORTED CREEPY CRAWLIES,48,2011-09-01 11:22:00,0.42,16880,United Kingdom,20.16
565115,23017,APOTHECARY MEASURING JAR,2,2011-09-01 11:22:00,12.5,16880,United Kingdom,25.0
565115,23169,CLASSIC GLASS COOKIE JAR,1,2011-09-01 11:22:00,4.15,16880,United Kingdom,4.15
565115,23012,GLASS APOTHECARY BOTTLE PERFUME,1,2011-09-01 11:22:00,3.95,16880,United Kingdom,3.95
565115,23013,GLASS APOTHECARY BOTTLE TONIC,2,2011-09-01 11:22:00,3.95,16880,United Kingdom,7.9
565116,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-09-01 11:30:00,2.55,13089,United Kingdom,102.0
565116,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2011-09-01 11:30:00,0.83,13089,United Kingdom,19.92
565116,22867,HAND WARMER BIRD DESIGN,96,2011-09-01 11:30:00,1.85,13089,United Kingdom,177.60000000000002
565116,23439,HAND WARMER RED LOVE HEART,96,2011-09-01 11:30:00,1.85,13089,United Kingdom,177.60000000000002
565116,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-09-01 11:30:00,0.72,13089,United Kingdom,138.24
565116,23355,HOT WATER BOTTLE KEEP CALM,24,2011-09-01 11:30:00,4.15,13089,United Kingdom,99.6
565116,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2011-09-01 11:30:00,4.25,13089,United Kingdom,102.0
565116,21479,WHITE SKULL HOT WATER BOTTLE ,24,2011-09-01 11:30:00,3.39,13089,United Kingdom,81.36
565116,23356,LOVE HOT WATER BOTTLE,24,2011-09-01 11:30:00,4.95,13089,United Kingdom,118.8
565116,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-09-01 11:30:00,4.25,13089,United Kingdom,102.0
565116,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,2011-09-01 11:30:00,3.75,13089,United Kingdom,90.0
565116,23358,HOT STUFF HOT WATER BOTTLE,36,2011-09-01 11:30:00,3.29,13089,United Kingdom,118.44
565116,23068,ALUMINIUM STAMPED HEART,16,2011-09-01 11:30:00,2.49,13089,United Kingdom,39.84
565116,21326,AGED GLASS SILVER T-LIGHT HOLDER,48,2011-09-01 11:30:00,0.65,13089,United Kingdom,31.200000000000003
565116,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-09-01 11:30:00,1.25,13089,United Kingdom,30.0
565116,23223,CHRISTMAS TREE HANGING SILVER ,48,2011-09-01 11:30:00,0.83,13089,United Kingdom,39.84
565116,23215,JINGLE BELL HEART ANTIQUE SILVER,24,2011-09-01 11:30:00,2.08,13089,United Kingdom,49.92
565116,23225,CHERUB HEART DECORATION SILVER ,48,2011-09-01 11:30:00,0.83,13089,United Kingdom,39.84
565116,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,2011-09-01 11:30:00,0.55,13089,United Kingdom,26.4
565116,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,48,2011-09-01 11:30:00,0.39,13089,United Kingdom,18.72
565116,22632,HAND WARMER RED RETROSPOT,96,2011-09-01 11:30:00,1.85,13089,United Kingdom,177.60000000000002
565116,22865,HAND WARMER OWL DESIGN,96,2011-09-01 11:30:00,1.85,13089,United Kingdom,177.60000000000002
565116,22866,HAND WARMER SCOTTY DOG DESIGN,96,2011-09-01 11:30:00,1.85,13089,United Kingdom,177.60000000000002
565116,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-09-01 11:30:00,2.89,13089,United Kingdom,34.68
565116,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-09-01 11:30:00,6.95,13089,United Kingdom,83.4
565116,23375,50'S CHRISTMAS PAPER GIFT BAG,30,2011-09-01 11:30:00,0.82,13089,United Kingdom,24.6
565116,23378,PACK OF 12 50'S CHRISTMAS TISSUES,48,2011-09-01 11:30:00,0.39,13089,United Kingdom,18.72
565117,48185,DOORMAT FAIRY CAKE,4,2011-09-01 11:33:00,7.95,13089,United Kingdom,31.8
565117,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,20685,DOORMAT RED RETROSPOT,4,2011-09-01 11:33:00,7.95,13089,United Kingdom,31.8
565117,22464,HANGING METAL HEART LANTERN,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-09-01 11:33:00,2.95,13089,United Kingdom,17.700000000000003
565117,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2011-09-01 11:33:00,1.25,13089,United Kingdom,30.0
565117,82600,NO SINGING METAL SIGN,12,2011-09-01 11:33:00,2.1,13089,United Kingdom,25.200000000000003
565117,47566,PARTY BUNTING,12,2011-09-01 11:33:00,4.95,13089,United Kingdom,59.400000000000006
565117,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-09-01 11:33:00,0.55,13089,United Kingdom,13.2
565117,23296,SET OF 6 TEA TIME BAKING CASES,16,2011-09-01 11:33:00,1.25,13089,United Kingdom,20.0
565117,23295,SET OF 12 MINI LOAF BAKING CASES,24,2011-09-01 11:33:00,0.83,13089,United Kingdom,19.92
565117,23282,FOLDING BUTTERFLY MIRROR IVORY ,12,2011-09-01 11:33:00,0.83,13089,United Kingdom,9.96
565117,23281,FOLDING BUTTERFLY MIRROR RED  ,12,2011-09-01 11:33:00,0.83,13089,United Kingdom,9.96
565117,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,2011-09-01 11:33:00,0.83,13089,United Kingdom,9.96
565117,23245,SET OF 3 REGENCY CAKE TINS,6,2011-09-01 11:33:00,4.95,13089,United Kingdom,29.700000000000003
565117,23240,SET OF 4 KNICK KNACK TINS DOILY ,12,2011-09-01 11:33:00,4.15,13089,United Kingdom,49.8
565117,23206,LUNCH BAG APPLE DESIGN,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,2011-09-01 11:33:00,0.83,13089,United Kingdom,19.92
565117,23118,PARISIENNE JEWELLERY DRAWER ,6,2011-09-01 11:33:00,7.5,13089,United Kingdom,45.0
565117,23111,PARISIENNE SEWING BOX,4,2011-09-01 11:33:00,12.5,13089,United Kingdom,50.0
565117,23110,PARISIENNE KEY CABINET ,4,2011-09-01 11:33:00,5.75,13089,United Kingdom,23.0
565117,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-09-01 11:33:00,2.49,13089,United Kingdom,19.92
565117,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,23028,DRAWER KNOB CRACKLE GLAZE BLUE,24,2011-09-01 11:33:00,1.65,13089,United Kingdom,39.6
565117,23013,GLASS APOTHECARY BOTTLE TONIC,6,2011-09-01 11:33:00,3.95,13089,United Kingdom,23.700000000000003
565117,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-09-01 11:33:00,1.25,13089,United Kingdom,15.0
565117,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-09-01 11:33:00,1.25,13089,United Kingdom,30.0
565117,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-09-01 11:33:00,2.95,13089,United Kingdom,17.700000000000003
565117,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-09-01 11:33:00,2.95,13089,United Kingdom,35.400000000000006
565117,22631,CIRCUS PARADE LUNCH BOX ,12,2011-09-01 11:33:00,1.95,13089,United Kingdom,23.4
565117,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2011-09-01 11:33:00,1.65,13089,United Kingdom,39.6
565117,22467,GUMBALL COAT RACK,6,2011-09-01 11:33:00,2.55,13089,United Kingdom,15.3
565117,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2011-09-01 11:33:00,2.95,13089,United Kingdom,17.700000000000003
565117,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,2011-09-01 11:33:00,8.5,13089,United Kingdom,51.0
565117,22083,PAPER CHAIN KIT RETROSPOT,12,2011-09-01 11:33:00,2.95,13089,United Kingdom,35.400000000000006
565117,21955,DOORMAT UNION JACK GUNS AND ROSES,4,2011-09-01 11:33:00,7.95,13089,United Kingdom,31.8
565117,21754,HOME BUILDING BLOCK WORD,4,2011-09-01 11:33:00,5.95,13089,United Kingdom,23.8
565117,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-09-01 11:33:00,1.25,13089,United Kingdom,15.0
565117,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-09-01 11:33:00,1.25,13089,United Kingdom,15.0
565117,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-09-01 11:33:00,1.25,13089,United Kingdom,15.0
565117,15056N,EDWARDIAN PARASOL NATURAL,6,2011-09-01 11:33:00,5.95,13089,United Kingdom,35.7
565117,22365,DOORMAT RESPECTABLE HOUSE,4,2011-09-01 11:33:00,7.95,13089,United Kingdom,31.8
565117,22151,PLACE SETTING WHITE HEART,24,2011-09-01 11:33:00,0.42,13089,United Kingdom,10.08
565117,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-01 11:33:00,1.25,13089,United Kingdom,15.0
565117,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-09-01 11:33:00,1.25,13089,United Kingdom,30.0
565117,85099B,JUMBO BAG RED RETROSPOT,12,2011-09-01 11:33:00,2.08,13089,United Kingdom,24.96
565117,22798,ANTIQUE GLASS DRESSING TABLE POT,12,2011-09-01 11:33:00,2.95,13089,United Kingdom,35.400000000000006
565117,23126,FELTCRAFT GIRL AMELIE KIT,6,2011-09-01 11:33:00,4.95,13089,United Kingdom,29.700000000000003
565117,22630,DOLLY GIRL LUNCH BOX,12,2011-09-01 11:33:00,1.95,13089,United Kingdom,23.4
565117,20725,LUNCH BAG RED RETROSPOT,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,22662,LUNCH BAG DOLLY GIRL DESIGN,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,23209,LUNCH BAG VINTAGE DOILY ,12,2011-09-01 11:33:00,1.65,13089,United Kingdom,19.8
565117,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-09-01 11:33:00,2.95,13089,United Kingdom,35.400000000000006
565117,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-01 11:33:00,1.25,13089,United Kingdom,15.0
565117,84949,SILVER HANGING T-LIGHT HOLDER,36,2011-09-01 11:33:00,1.65,13089,United Kingdom,59.4
565117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-09-01 11:33:00,2.55,13089,United Kingdom,81.6
565117,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-09-01 11:33:00,4.15,13089,United Kingdom,49.8
565117,22456,NATURAL SLATE CHALKBOARD LARGE ,12,2011-09-01 11:33:00,4.95,13089,United Kingdom,59.400000000000006
565117,23203,JUMBO BAG VINTAGE DOILY ,12,2011-09-01 11:33:00,2.08,13089,United Kingdom,24.96
