CustomerID,first_purchase_date,last_purchase_date,Recency,Frequency,Monetary,customer_tenure,avg_purchase_interval
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,82,1,1043.1,0,0.0
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,21,3,403.70000000000005,36,18.0
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,23,11,4257.82,310,31.0
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,337,1,2169.39,0,0.0
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,96,5,3723.87,214,53.5
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,18,2,482.04999999999995,12,12.0
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,233,1,73.5,0,0.0
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,134,3,1304.81,164,82.0
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,26,2,398.27,2,2.0
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,284,1,176.5,0,0.0
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,143,2,982.5699999999999,182,182.0
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,66,2,138.03,0,0.0
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,113,1,612.29,0,0.0
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,267,1,1017.6800000000001,0,0.0
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,353,1,383.7,0,0.0
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,78,2,1312.06,102,102.0
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,28,5,2502.84,161,40.25
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,1,5,2056.89,109,27.25
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,64,1,340.84000000000003,0,0.0
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,79,5,2634.26,194,48.5
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,143,1,599.68,0,0.0
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,39,2,192.72,12,12.0
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,19,11,1789.77,312,31.2
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,9,8,4485.72,324,46.285714285714285
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,1,3,1316.66,93,46.5
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,82,3,348.71000000000004,243,121.5
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,9,6,1933.48,303,60.6
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,60,4,1662.28,277,92.33333333333333
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,15,1,125.22,0,0.0
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,30,1,349.83000000000004,0,0.0
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,131,1,1089.18,0,0.0
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,92,2,716.35,94,94.0
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,43,3,12601.830000000002,15,7.5
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,29,1,363.95,0,0.0
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,22,4,5568.35,311,103.66666666666667
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,20,17,13400.24,342,21.375
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,30,3,981.18,251,125.5
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,36,1,372.7,0,0.0
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,75,2,1000.39,184,184.0
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,47,2,1161.5,31,31.0
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,198,2,207.8,82,82.0
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,166,1,95.19999999999999,0,0.0
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,79,1,964.83,0,0.0
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,358,1,168.0,0,0.0
12552,2011-10-31 12:11:00,2011-11-01 10:02:00,39,2,437.82,0,0.0
12553,2011-01-14 10:42:00,2011-12-01 16:38:00,8,10,3692.28,321,35.666666666666664
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,50,2,603.71,100,100.0
12557,2010-12-03 12:20:00,2011-11-23 16:59:00,16,5,11990.960000000001,355,88.75
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,8,1,269.96,0,0.0
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,311,2,561.71,8,8.0
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,5,3,2134.01,137,68.5
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,303,1,238.85,0,0.0
12562,2011-05-25 12:44:00,2011-12-01 17:20:00,8,7,3781.7400000000002,190,31.666666666666668
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,261,1,456.90000000000003,0,0.0
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,289,1,145.92000000000002,0,0.0
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,86,1,351.65,0,0.0
12567,2010-12-05 11:57:00,2011-11-17 11:02:00,23,10,9401.28,346,38.44444444444444
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,2,32,4124.6900000000005,250,8.064516129032258
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,40,2,519.61,81,81.0
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,9,2,1020.4200000000001,43,43.0
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,227,1,160.54000000000002,0,0.0
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,316,1,218.45000000000002,0,0.0
12576,2011-02-08 11:31:00,2011-11-04 10:11:00,36,5,1315.83,268,67.0
12577,2010-12-15 16:21:00,2011-11-04 13:24:00,35,3,657.8,323,161.5
12578,2011-01-13 15:34:00,2011-11-18 13:30:00,21,2,2794.51,308,308.0
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,78,1,440.42,0,0.0
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,247,1,415.7,0,0.0
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,40,1,197.71,0,0.0
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,239,2,511.36,49,49.0
12583,2010-12-01 08:45:00,2011-12-07 08:07:00,3,15,7281.38,370,26.428571428571427
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,4,9,2338.15,276,34.5
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,234,2,2040.1,117,117.0
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,17,1,196.94000000000003,0,0.0
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,8,1,144.0,0,0.0
12588,2011-10-31 15:01:00,2011-10-31 15:01:00,39,1,214.89999999999998,0,0.0
12589,2011-07-18 12:05:00,2011-11-11 10:19:00,29,2,646.68,115,115.0
12590,2011-05-12 14:46:00,2011-05-12 14:52:00,211,2,9864.26,0,0.0
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,317,1,452.84999999999997,0,0.0
12592,2011-05-10 13:44:00,2011-09-08 15:04:00,92,2,437.6,121,121.0
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,109,3,418.1,110,55.0
12594,2011-01-21 09:52:00,2011-11-02 12:20:00,38,10,3338.2200000000003,285,31.666666666666668
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,51,2,618.27,190,190.0
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,19,4,3811.22,248,82.66666666666667
12598,2011-02-28 11:58:00,2011-11-30 12:18:00,10,8,3023.08,275,39.285714285714285
12599,2011-02-08 13:28:00,2011-11-10 13:34:00,29,7,1032.58,275,45.833333333333336
12600,2010-12-03 12:57:00,2011-11-11 10:29:00,29,10,2599.04,342,38.0
12601,2011-01-11 10:38:00,2011-06-03 10:17:00,190,5,577.0600000000001,142,35.5
12602,2011-10-12 11:22:00,2011-10-12 11:22:00,59,1,153.12,0,0.0
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,22,1,739.1999999999999,0,0.0
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,79,2,254.18,182,182.0
12607,2011-10-10 16:06:00,2011-10-10 16:06:00,60,1,1579.51,0,0.0
12609,2011-01-25 15:13:00,2011-09-22 16:34:00,78,3,1126.85,240,120.0
12610,2011-08-05 13:52:00,2011-11-17 09:34:00,23,5,2099.54,103,25.75
12611,2011-10-18 13:12:00,2011-10-18 13:12:00,52,1,1193.32,0,0.0
12612,2011-09-26 15:35:00,2011-09-26 15:35:00,74,1,704.04,0,0.0
12613,2011-03-22 15:42:00,2011-10-13 14:59:00,57,5,3344.38,204,51.0
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,278,1,315.6,0,0.0
12615,2011-06-24 13:35:00,2011-12-07 15:02:00,2,4,2291.19,166,55.333333333333336
12616,2011-02-15 14:17:00,2011-09-05 15:17:00,95,2,713.3,202,202.0
12617,2011-11-10 14:39:00,2011-11-10 14:39:00,29,1,355.53000000000003,0,0.0
12618,2011-11-18 11:10:00,2011-11-18 11:10:00,22,1,177.31,0,0.0
12619,2011-03-31 13:10:00,2011-11-23 14:52:00,16,9,3641.24,237,29.625
12620,2011-05-19 12:10:00,2011-11-25 10:20:00,15,3,1339.41,189,94.5
12621,2010-12-09 10:16:00,2011-12-08 11:25:00,2,20,13689.67,364,19.157894736842106
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,232,1,180.1,0,0.0
12623,2011-03-08 13:50:00,2011-03-08 13:50:00,276,1,305.1,0,0.0
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,106,2,641.13,71,71.0
12625,2011-01-24 13:27:00,2011-05-12 09:54:00,212,2,2683.82,107,107.0
12626,2011-01-17 11:01:00,2011-11-16 16:06:00,23,9,6620.4800000000005,303,37.875
12627,2011-07-22 13:59:00,2011-11-29 12:07:00,11,7,4478.53,129,21.5
12628,2011-10-06 09:28:00,2011-12-05 13:15:00,4,3,786.46,60,30.0
12630,2011-10-27 10:41:00,2011-11-30 10:48:00,10,2,1270.88,34,34.0
12631,2011-10-13 13:53:00,2011-10-13 13:53:00,57,1,640.5,0,0.0
12633,2011-02-25 08:44:00,2011-10-12 11:40:00,59,4,2163.98,229,76.33333333333333
12635,2011-07-08 08:43:00,2011-09-11 11:04:00,90,2,1689.18,65,65.0
12637,2011-01-20 10:47:00,2011-10-03 13:46:00,67,8,6021.9,256,36.57142857142857
12638,2011-11-06 13:11:00,2011-11-06 13:11:00,33,1,671.69,0,0.0
12639,2011-04-15 12:48:00,2011-04-15 12:48:00,239,1,486.1,0,0.0
12640,2011-09-19 12:01:00,2011-11-16 11:52:00,24,3,1174.58,57,28.5
12641,2011-08-16 13:26:00,2011-08-16 13:26:00,115,1,185.9,0,0.0
12642,2011-08-24 09:23:00,2011-11-14 15:03:00,25,3,1013.26,82,41.0
12643,2011-01-11 11:48:00,2011-08-03 12:56:00,128,6,3344.64,204,40.8
12644,2011-08-02 10:33:00,2011-08-02 10:33:00,130,1,477.90999999999997,0,0.0
12645,2011-01-27 13:08:00,2011-11-06 12:38:00,34,4,1775.18,282,94.0
12646,2011-10-21 12:52:00,2011-12-05 10:14:00,5,2,1346.97,44,44.0
12647,2010-12-05 14:02:00,2011-11-17 12:56:00,22,12,3722.82,346,31.454545454545453
12648,2011-07-08 11:55:00,2011-07-08 11:55:00,155,1,318.05,0,0.0
12649,2011-05-11 14:37:00,2011-08-24 14:41:00,107,3,623.51,105,52.5
12650,2011-12-06 16:34:00,2011-12-06 16:34:00,3,1,314.44,0,0.0
12651,2011-01-09 12:46:00,2011-01-09 12:46:00,335,1,114.0,0,0.0
12652,2011-01-12 15:00:00,2011-01-12 15:00:00,331,1,919.98,0,0.0
12653,2011-02-16 10:53:00,2011-07-14 10:41:00,149,2,2209.85,147,147.0
12654,2011-02-17 13:16:00,2011-11-29 10:10:00,11,5,601.98,284,71.0
12656,2011-04-20 09:20:00,2011-11-22 13:42:00,17,5,4051.17,216,54.0
12657,2011-09-22 11:40:00,2011-11-28 15:47:00,11,4,1643.18,67,22.333333333333332
12658,2011-11-21 10:22:00,2011-11-21 10:22:00,19,1,686.05,0,0.0
12659,2011-11-10 11:53:00,2011-11-10 11:53:00,30,1,91.68,0,0.0
12660,2011-11-28 13:26:00,2011-11-28 13:26:00,11,1,245.10000000000002,0,0.0
12662,2010-12-01 13:04:00,2011-12-09 11:59:00,1,11,3849.78,372,37.2
12664,2011-01-21 11:42:00,2011-12-01 17:07:00,8,9,4881.88,314,39.25
12665,2011-01-19 08:34:00,2011-01-19 08:34:00,325,1,63.0,0,0.0
12667,2011-10-12 17:00:00,2011-10-12 17:00:00,58,1,620.13,0,0.0
12668,2010-12-19 12:46:00,2011-11-28 10:56:00,12,4,3807.15,343,114.33333333333333
12669,2011-03-28 10:15:00,2011-07-12 09:54:00,151,3,2744.0299999999997,105,52.5
12670,2011-04-21 10:16:00,2011-11-29 15:23:00,10,5,2996.05,222,55.5
12672,2011-01-14 09:20:00,2011-01-14 09:20:00,330,1,225.9,0,0.0
12673,2011-01-17 11:46:00,2011-12-04 13:55:00,5,2,610.52,321,321.0
12674,2011-05-16 09:10:00,2011-11-01 12:12:00,39,4,1970.6,169,56.333333333333336
12676,2011-02-01 15:41:00,2011-11-15 12:25:00,25,6,1331.39,286,57.2
12678,2010-12-21 11:00:00,2011-10-28 13:04:00,42,12,17628.46,311,28.272727272727273
12679,2011-03-01 12:26:00,2011-10-12 12:30:00,59,4,1113.02,225,75.0
12680,2011-08-18 15:44:00,2011-12-09 12:50:00,1,4,862.81,112,37.333333333333336
12681,2010-12-07 10:08:00,2011-11-25 11:33:00,15,22,13787.54,353,16.80952380952381
12682,2010-12-03 13:59:00,2011-12-06 10:00:00,4,31,12288.22,367,12.233333333333333
12683,2010-12-09 10:37:00,2011-12-05 16:31:00,4,15,8476.57,361,25.785714285714285
12684,2011-05-10 12:55:00,2011-12-02 09:53:00,8,7,2283.63,205,34.166666666666664
12685,2011-09-07 10:28:00,2011-11-11 13:46:00,28,6,2863.08,65,13.0
12686,2010-12-03 09:51:00,2010-12-03 09:51:00,372,1,89.14,0,0.0
12688,2011-08-18 08:49:00,2011-08-18 08:49:00,114,1,4873.81,0,0.0
12689,2011-08-04 10:04:00,2011-11-14 08:31:00,26,2,1247.6100000000001,101,101.0
12690,2011-05-18 09:09:00,2011-05-18 09:09:00,206,1,389.01,0,0.0
12691,2010-12-17 14:46:00,2011-11-11 16:49:00,28,6,1035.8,329,65.8
12693,2011-01-24 12:58:00,2011-08-04 17:51:00,127,4,855.91,192,64.0
12694,2011-06-09 17:48:00,2011-09-30 13:06:00,70,2,869.67,112,112.0
12695,2011-05-13 13:15:00,2011-12-02 13:22:00,7,4,582.1,203,67.66666666666667
12697,2011-06-23 15:44:00,2011-11-11 08:47:00,29,3,957.59,140,70.0
12700,2011-05-08 16:10:00,2011-12-02 10:47:00,8,4,4939.99,207,69.0
12701,2011-04-11 13:02:00,2011-09-21 10:47:00,80,2,797.71,162,162.0
12702,2011-11-20 10:36:00,2011-11-20 10:36:00,20,1,219.0,0,0.0
12703,2011-09-29 17:52:00,2011-09-29 17:52:00,71,1,283.55,0,0.0
12704,2011-06-23 10:20:00,2011-12-02 13:15:00,7,8,2340.84,162,23.142857142857142
12705,2010-12-17 15:58:00,2011-11-24 13:17:00,15,9,6868.29,341,42.625
12707,2011-02-21 08:38:00,2011-02-21 08:38:00,292,1,603.42,0,0.0
12708,2010-12-06 10:43:00,2011-11-10 09:52:00,30,10,2712.91,338,37.55555555555556
12709,2010-12-08 09:49:00,2011-11-24 15:38:00,15,15,9736.52,351,25.071428571428573
12710,2011-05-22 14:05:00,2011-09-04 12:00:00,97,3,1149.02,104,52.0
12712,2010-12-03 14:30:00,2011-11-11 08:19:00,29,13,4396.13,342,28.5
12713,2011-12-09 12:16:00,2011-12-09 12:16:00,1,1,848.55,0,0.0
12714,2011-02-18 10:53:00,2011-11-30 15:43:00,9,5,4708.86,285,71.25
12715,2011-08-25 15:22:00,2011-08-25 15:22:00,106,1,353.86,0,0.0
12716,2011-07-29 13:28:00,2011-12-06 08:55:00,4,2,1053.49,129,129.0
12717,2011-04-08 10:32:00,2011-07-11 14:47:00,151,2,1030.98,94,94.0
12718,2011-09-29 16:38:00,2011-09-29 16:38:00,71,1,238.25,0,0.0
12719,2011-10-05 14:50:00,2011-12-04 13:45:00,5,2,644.95,59,59.0
12720,2010-12-05 15:21:00,2011-12-07 08:03:00,3,25,5781.7300000000005,366,15.25
12721,2010-12-20 11:38:00,2011-11-08 12:13:00,32,6,2656.13,323,64.6
12722,2011-07-12 11:55:00,2011-09-15 14:50:00,85,4,997.63,65,21.666666666666668
12723,2011-10-05 15:52:00,2011-12-06 10:19:00,4,5,725.07,61,15.25
12724,2011-01-11 15:00:00,2011-12-04 16:02:00,5,4,1031.41,327,109.0
12725,2010-12-03 15:45:00,2010-12-03 15:45:00,371,1,427.8,0,0.0
